product_code,product_name,id,product_id,group_code,set_item_label,part_no,part_name,material_code,material_kind,profile_shape,profile_code,dim_a_mm,dim_b_mm,wall_thickness_mm,cut_length_mm,qty,unit,waste_pct,weight_kg,total_length_m,paint_area_m2,volume_m3,unit_price,amount,note,sort_order,created_at,updated_at,section_title,unit_basis,material_note,tenon
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",4d250e46-10af-464a-a377-072046086851,ab1d308e-c1ed-413a-962e-fa0665835a57,WOOD,,,Viền dọc cánh lớn,VT-GO-25x46,WD,,,25,46,,670,4,Cái,0,,,,,,,,10,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,"25x46x670mm, Mộng 30 · Gỗ Acacia",
CH0172HG-AL,Ghế xếp chồng Santorin,4d565ecd-409c-41c5-a5bc-ffdf5307259c,de910269-dc69-46c7-9438-cb41b1d9d825,HARDWARE,,,Nút nhụa 22x40 màu đen,VT-PK-NUT-NHUA-22X40-MAU-DEN-22X40MM,,,,,,,,2,cái,0,,,,,,,,12,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,22x40mm · Nhựa,
CH0175HG-AL,Ghế xếp Santorin,4d612418-7af9-48c0-ba1e-6f7dc11fae57,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,LĐN 6x16x2,VT-PK-LDN-6X16X2-6X16X2-MAU-DEN,,,,,,,,2,Con,0,,,,,,,,35,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,6x16x2 màu đen,
CH0113HG-AL,Armchair,4d64cb09-c7c9-44be-9fa2-d739f0a258d6,df8b1a79-e9a3-4514-b995-7239f1f0dacd,FRAME,,,Đỡ dưới tựa,VT-AL-VUONG-25x25,AL,VUONG,,25,25,,410,1,Cái,0,,,,,,,,6,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,Vuông 25x25x410x1mm · Nhôm,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",4da218e1-8a51-4251-8440-0407ecf2b4cb,ab1d308e-c1ed-413a-962e-fa0665835a57,HARDWARE,,,"Vít 4x15 đầu bằng ren gỗ, 7 màu",VT-PK-VIT-M4X15,,,,,,,,6,Con,0,,,,,,,,21,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,4x15mm,
CH0170HG-AL,Ghế 5 bậc Paxos,4dca8dd6-b730-4cac-9acb-255de191c179,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,HARDWARE,,,"LĐN 6x18x8, đen",VT-PK-LDN-6X18X8-DEN-6X18X8,,,,,,,,2,con,0,,,,,,,,21,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,6x18x8,
CH0180HG-AL,Ghế 5 bậc Toblino,4dfef391-7e80-4b3f-ae31-eec097cf979f,686a1fc9-ecb3-4d78-9fd9-6815b90375e0,HARDWARE,,,Bulon 6x20x15,VT-PK-BULONG-M6X20,,,,,,,,2,con,0,,,,,,,Khớp nối,16,2026-07-27T08:40:17.275135+00:00,2026-07-27T08:40:17.275135+00:00,,,Bulon 6x20x15,
OT0179HG-AL,"Bồn hoa nhỏ, khung nhôm, nan gỗ",4e2fdcbf-4d90-48f8-8592-18388737ffbb,467c7182-10b4-45ac-aee5-7c5ed88542ea,WOOD,,,Nan hông biên,VT-GO-10x40,WD,,,10,40,,320,10,cái,0,,,,,,,,17,2026-07-27T08:40:20.012597+00:00,2026-07-27T08:40:20.012597+00:00,,,Gỗ 10x40x320mm · Gỗ keo,
TB0169HG-AL,Bàn CNKG Paxos,4e39423c-c94c-4c1b-b09a-c5448c4158a2,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,FRAME,,,Bịt chân bàn,VT-AL-LA-4x57,AL,LA,,4,57,,57,4,Cái,0,,,,,,,,12,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,La 4x57x57mm · Nhôm,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,4e5d6e70-f6a1-4017-9ad2-523ea031b21a,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,HARDWARE,,,Vít,VT-PK-VIT-M4X15,,,,,,,,24,Con,0,,,,,,,7 màu,23,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,4x15,
TB0168HG-AL,"Bàn CNKG nhôm gỗ keo 80(120)x70 cm , sơn graphit",4e85abdc-f723-42a1-a60e-67dfb3a37a39,f14f2987-0374-4d56-9303-644664529c95,HARDWARE,,,Nam châm nhỏ,VT-PK-NAM-CHAM-NHO,,,,,,,,2,Cái,0,,,,,,,,26,2026-07-27T08:40:05.189261+00:00,2026-07-27T08:40:05.189261+00:00,,,,
CH0200HG-AL,Ghế xếp Florenz,4eceb20c-ab8a-4a9c-bcff-ffd41fe2f515,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,"LĐS 6x16x1, đen",VT-PK-LDS-6X16X1-DEN,,,,,,,,8,con,0,,,,,,,,17,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
TB0169HG-AL,Bàn CNKG Paxos,4ef13efb-0c0b-47a1-ae10-95925d98bc42,c6dfe1af-fe46-4d1d-9e76-808d93b8ee0d,WOOD,,,Bọ,VT-GO-13x22,WD,,,13,22,,245,2,Cái,0,,,,,,,,19,2026-07-27T08:40:06.036147+00:00,2026-07-27T08:40:06.036147+00:00,,,13x22x245mm · Gỗ,
TB0192HG-AL,Table,4efe75a2-d8b2-4200-9027-ac16ca512483,ba6ce597-0683-40f0-9812-db98c3975068,FRAME,,,Thanh dài,VT-AL-HOP-40x60,AL,HOP,,40,60,,1966,2,Cái,0,,,,,,,Profile 868,1,2026-07-27T08:39:56.349146+00:00,2026-07-27T08:39:56.349146+00:00,,,Hộp 40x60x1966mm · Nhôm,
TB0193HG-AL,Rhone Round Aluminium Dining Table,4f58ac44-b1f5-4b1a-b1ba-b4431a354a12,ac0924e2-8576-4305-a8b2-4ae84302270f,HARDWARE,,,Lục giác,VT-PK-LUCGIAC,,,,,,,,1,con,0,,,,,,,,18,2026-07-27T08:39:57.151771+00:00,2026-07-27T08:39:57.151771+00:00,,,Ngũ kim,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,4f7a995b-8f26-47a7-b245-3e567def5616,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,"Pat I 1 lỗ 6, 1 lỗ 10",VT-PK-PAT-PAT-I-1-LO-6-1-LO-10,,,,,,,,2,cái,0,,,,,,,,16,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",4fafae50-dae2-416d-84d0-a81331403492,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Vít,VT-PK-VIT-M4X15,,,,,,,,4,Con,0,,,,,,,,28,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,4x15 đầu dù đuôi cá đen · Thép,
TB0173HG-AL,"Bàn CNKG 65130x65x74 cm Khung nhôm, gỗ keo, Sơn graphit",502a4f91-43aa-4937-b17b-622755a2dd83,5ee3362a-2b90-44ae-a276-666bd840086f,FRAME,,,Ren gai chân bàn,VT-AL-TRON-16x16,AL,TRON,,16,16,,25,4,Cái,0,,,,,,,,5,2026-07-27T08:40:12.237576+00:00,2026-07-27T08:40:12.237576+00:00,,,Tròn 16x16x25mm · Nhôm,
TB0193HG-AL,Rhone Round Aluminium Dining Table,5030d946-00b1-41bc-bc7c-69d4ad347f3e,ac0924e2-8576-4305-a8b2-4ae84302270f,WOOD,,,Đỡ liên kết,VT-GO-27x32,WD,,,27,32,,280,4,Cái,0,,,,,,,,12,2026-07-27T08:39:57.151771+00:00,2026-07-27T08:39:57.151771+00:00,,,Gỗ 27x32x280mm · Gỗ Bạch đàn,
CH0099HG-AL,New Chelsea Reclining Chair & Footstool,508c537c-bfb5-4d29-9be0-5bb7abe6fd16,eedc1a41-fe9f-45d8-a8af-d95142391b7f,WOOD,,,cụm mê,,WD,TRON,,2,4,3,6,4,2,0,,0.024,0.000151,,,,,1,2026-07-27T12:31:22.530393+00:00,2026-07-27T12:31:22.530393+00:00,nan gỗ,,,
TB0193HG-AL,Rhone Round Aluminium Dining Table,50a0417f-6d8b-4789-9bdd-be5b90f96619,ac0924e2-8576-4305-a8b2-4ae84302270f,WOOD,,,Liên kết dọc,VT-GO-24x60,WD,,,24,60,,614,4,Cái,0,,,,,,,,13,2026-07-27T08:39:57.151771+00:00,2026-07-27T08:39:57.151771+00:00,,,Gỗ 24x60x614mm · Gỗ Bạch đàn,
CH0113HG-AL,Armchair,50a89a8d-7018-4b9a-b5f0-c66d736ab2c9,df8b1a79-e9a3-4514-b995-7239f1f0dacd,FRAME,,,Trước + Sau mê ngồi,VT-AL-PF-HG34,AL,PF,HG34,10,18.5,,415,2,Cái,0,,,,,,,,3,2026-07-27T08:39:58.82981+00:00,2026-07-27T08:39:58.82981+00:00,,,HG34 10x18.5x415mm · Nhôm,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",50b7adab-6717-4cdd-8339-8bc05cd2917f,00f354d3-fe00-4fb9-a0e3-38327774ee15,FRAME,,,Ắc chân p16 3li5,VT-AL-TRON-16x16,AL,TRON,,16,16,,25,4,Cái,0,,,,,,,,4,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,"Tròn D16x25mm, δ=3.5mm · Nhôm",
SL0181HG-AL,Giường tắm nắng Paxos,510f5091-f970-4c3b-9ab2-5b78ff923ce8,061e7682-05b0-43e3-a65d-1d7921caa87b,FRAME,,,Doc Diềm,VT-AL-HOP-22x60,AL,HOP,,22,60,,1946,2,Cái,0,,,,,,,,0,2026-07-27T08:40:07.914699+00:00,2026-07-27T08:40:07.914699+00:00,,,Hộp 22x60x1946mm · Nhôm,
CH0187HG-AL,Bar Armchair,5112b220-7b79-462a-8458-7cec06374e7f,d74c0269-67ef-4343-979b-feef0e4277d9,PACKAGING,,,Băng keo,VT-BB-BANG-KEO,,,,,,,,15,m,0,,,,,,,,18,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,Băng keo · Bao bì,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",5138a4ba-8228-4730-964d-d6af70daaee1,ab1d308e-c1ed-413a-962e-fa0665835a57,HARDWARE,,,Túi vải,VT-PK-TUI-VAI,,,,,,,,1,Cái,0,,,,,,,,42,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,Vải,
CH0001HG-AL,Ghế XC Naxos tay vịn nhôm gián giấy,520d957c-2321-4787-a2a4-d5b84aba6b49,01ff6358-52cf-45d5-ac91-c853c5cf474d,FRAME,,,Rãnh trược,VT-AL-HOP-20x10,AL,HOP,,20,10,,340,2,cái,0,,,,,,,,7,2026-07-27T08:40:25.178285+00:00,2026-07-27T08:40:25.178285+00:00,,,Hộp 10x20x340mm · Hộp,
CH0177HG-AL,Ghế XC Siena,52583f1a-dbd8-45b7-a0f5-2733a3a1ab28,ecc2779b-b769-4034-aad4-8cd732d1b4de,FRAME,,,Ắc tay,VT-AL-TRON-11.5x11.5,AL,TRON,,11.5,11.5,,80,2,Cái,0,,,,,,,,8,2026-07-27T08:40:15.874288+00:00,2026-07-27T08:40:15.874288+00:00,,,"Tròn 11.5x11.5x80mm, δ=3.5mm · Nhôm",
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,5268a6cc-2c26-4a35-b5e4-8da04ceb7306,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,"LĐN 8x20x10, đen",VT-PK-LDN-8X20X10-DEN-8X20X10-DEN,,,,,,,,2,cái,0,,,,,,,,36,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,"8x20x10, đen",
CH0175HG-AL,Ghế xếp Santorin,52923425-ecc4-470e-afb2-c7709a6a216c,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,LĐN 6x16x2,VT-PK-LDN-6X16X2-6X16X2-DEN,,,,,,,,4,Con,0,,,,,,,,29,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,6x16x2 đen,
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",529ab6c5-82fb-4904-b998-cae19ec9f4b0,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Chân sau,VT-IN-HOP-50x10,IN,HOP,,50,10,,692,2,cái,0,,,,,,,,1,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,Hộp 10x50x692mm · Hộp,
TB0168HG-AL,"Bàn CNKG nhôm gỗ keo 80(120)x70 cm , sơn graphit",53102f10-a96c-4835-944a-aab2ea137681,f14f2987-0374-4d56-9303-644664529c95,WOOD,,,Liên kết nan,VT-GO-14x50,WD,,,14,50,,300,3,Cái,0,,,,,,,,8,2026-07-27T08:40:05.189261+00:00,2026-07-27T08:40:05.189261+00:00,,,14x50x300mm · Gỗ keo,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",53283960-cfa8-4a5d-978e-863551fd4e29,33351402-69c3-452c-800e-023b985a89f3,FRAME,,,Chốt nối mê+ tựa,VT-IN-TRON-8x8,IN,TRON,,8,8,,25,2,cái,0,,,,,,,,10,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Tròn 8x8x25mm · Tròn,
CH0200HG-AL,Ghế xếp Florenz,532b510b-b3a8-41b5-a734-28d1c27ef4f8,b515c2f0-495c-4683-93bf-322192caaeee,HARDWARE,,,Eru 6 keo đen,VT-PK-ERU-6-KEO-DEN,,,,,,,,2,con,0,,,,,,,,4,2026-07-27T08:40:23.496126+00:00,2026-07-27T08:40:23.496126+00:00,,,Thép/Nhựa,
CH0172HG-AL,Ghế xếp chồng Santorin,5338208d-da6c-42b1-af79-767461ac664a,de910269-dc69-46c7-9438-cb41b1d9d825,HARDWARE,,,Nút hình thang màu đen,VT-PK-NUT-HINH-THANG-MAU-DEN,,,,,,,,2,cái,0,,,,,,,,13,2026-07-27T08:40:10.524468+00:00,2026-07-27T08:40:10.524468+00:00,,,,
TB0094HG-AL,Bàn CN NW 1725x1000,534132ad-1ac6-4195-9259-b5b225159d6f,a92ef538-fef8-4eee-b2bd-c81fa8b693a7,HARDWARE,,,Bulong,VT-PK-BULONG-M6X20,,,,,,,,8,cái,0,,,,,,,,18,2026-07-27T08:39:47.189331+00:00,2026-07-27T08:39:47.189331+00:00,,,M6x20 · Sắt/Thép,
CH0195HG-IN,"Ghế 5 bậc Keros khung Inox, nan gỗ keo FSC",5349177c-dab4-4a41-bc7f-0e0c4e2b09b4,33351402-69c3-452c-800e-023b985a89f3,HARDWARE,,,"Lđ inox 304 dày 2 ly bịt ống phi 34, khoan lỗ 8",VT-PK-LD-INOX-304-DAY-2-LY-BIT-ONG-PHI-34-KHOA,,,,,,,,4,con,0,,,,,,,,39,2026-07-27T08:40:20.883232+00:00,2026-07-27T08:40:20.883232+00:00,,,Thép/Nhựa,
CH0170HG-AL,Ghế 5 bậc Paxos,53890a81-eb6f-4326-8505-21d6d151a5df,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,FRAME,,,Pas nối mê + tựa,VT-AL-LA-5x25,AL,LA,,5,25,,55,2,Cái,0,,,,,,,,9,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,LA 5x25x55mm · Nhôm,
TB0173HG-AL,"Bàn CNKG 65130x65x74 cm Khung nhôm, gỗ keo, Sơn graphit",53a786d2-a65f-41ab-a70a-707ba76c3094,5ee3362a-2b90-44ae-a276-666bd840086f,HARDWARE,,,Mạc đồng dán,VT-PK-MAC-DONG-DAN,,,,,,,,1,cái,0,,,,,,,,21,2026-07-27T08:40:12.237576+00:00,2026-07-27T08:40:12.237576+00:00,,,Đồng,
TB0183HG-AL,Table,5455adfa-a844-46e0-ba6c-5dc5a000a52e,2c2299c9-f0a9-4967-a256-964cab1397d7,FRAME,,,Thanh ngang mê,VT-AL-HOP-25x50,AL,HOP,,25,50,,630,2,Cái,0,,,,,,,,6,2026-07-27T08:39:48.359581+00:00,2026-07-27T08:39:48.359581+00:00,,,Hộp 25x50x630mm · Nhôm,
TB0191HG-AL,Rhone Aluminium Coffee Table,5461b353-0648-4d86-9445-24eddf6bad1d,d405717a-b3a3-43e3-9d3b-b7319c0f8016,HARDWARE,,,Lục giác bi,VT-PK-LUCGIAC-LUC-GIAC-BI,,,,,,,,1,con,0,,,,,,,,10,2026-07-27T08:39:55.462282+00:00,2026-07-27T08:39:55.462282+00:00,,,Ngũ kim,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,54bf896b-727a-431d-8995-a849005396f5,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,WOOD,,,Nan cánh lớn,VT-GO-10x46,WD,,,10,46,,820,34,Cái,0,,,,,,,"Khe hở nan 3,7 ly",12,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,10x46x820mm,
TB0202HG-AL,Bàn bằng nhôm gỗ bạch đàn FSC,551bc433-5787-4ba7-8c13-557c4867266e,05d5b12f-3f0f-4262-b697-147448ec6bd1,HARDWARE,,,lục giác,VT-PK-LUCGIAC-LUC-GIAC-CAI,,,,,,,,1,cái,0,,,,,,,,10,2026-07-27T08:40:25.972919+00:00,2026-07-27T08:40:25.972919+00:00,,,cái · Thép/Nhựa,
CH0175HG-AL,Ghế xếp Santorin,552f699b-e3fe-40fa-9935-cbda1bcd9ea6,f9c3198e-89d7-4499-89d5-7587d9af2d47,HARDWARE,,,LĐN 6x16x5,VT-PK-LDN-6X16X5-6X16X5-DEN,,,,,,,,2,Con,0,,,,,,,,24,2026-07-27T08:40:13.951696+00:00,2026-07-27T08:40:13.951696+00:00,,,6x16x5 đen,
TB0183HG-AL,Table,5540e7e5-554c-43ff-8690-674b7a8bc3df,2c2299c9-f0a9-4967-a256-964cab1397d7,FRAME,,,Chân trước,VT-AL-HOP-58x58,AL,HOP,,58,58,,609,2,Cái,0,,,,,,,Profile 869,0,2026-07-27T08:39:48.359581+00:00,2026-07-27T08:39:48.359581+00:00,,,Hộp 58x58x609mm · Nhôm,
CH0187HG-AL,Bar Armchair,55617ddc-7e6d-4098-a616-92ec064149e3,d74c0269-67ef-4343-979b-feef0e4277d9,HARDWARE,,,Nút,VT-PK-BITDAU-NUT-BIT-DAU-18-5X38X24,,,,,,,,2,cái,0,,,,,,,,12,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,bịt đầu 18.5x38x24 · Ngũ kim,
CH0170HG-AL,Ghế 5 bậc Paxos,556a49e8-a617-49ec-94d3-fff02cdac345,b6a4f71a-46ec-4e19-bd92-8bae4aed885f,FRAME,,,Pas nối,VT-AL-LA-5x20,AL,LA,,5,20,,125,2,Cái,0,,,,,,,,8,2026-07-27T08:40:07.00024+00:00,2026-07-27T08:40:07.00024+00:00,,,LA 5x20x125mm · Nhôm,
CH0201HG-IN,"Ghế 5 bậc Ferrara khung Inox, vải fabric, tay gỗ keo",558ce9ff-9f15-4b88-91d2-e0e089e668b6,527ef8dc-ab18-4fd7-a30f-0bf800df1e6d,FRAME,,,Giằng chân trước + sau,VT-IN-HOP-40x10,IN,HOP,,40,10,,490,2,cái,0,,,,,,,,2,2026-07-27T08:40:24.339854+00:00,2026-07-27T08:40:24.339854+00:00,,,Hộp 10x40x490mm · Hộp,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,55b597fc-3abf-4151-9d09-8e6ec1dd1295,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,HARDWARE,,,Pat xoay 3 lỗ vít,VT-PK-VIT-PAT-XOAY-3-LO-VIT-3-LO-V,,,,,,,,2,Cái,0,,,,,,,7 màu,19,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,3 lỗ vít,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,55c99281-fc19-4b43-8cf4-40978a6c3986,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,FRAME,,,Thanh ngang mê,VT-AL-HOP-25x50,AL,HOP,,25,50,,630,2,Cái,0,,,,,,,,7,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,Hộp 25x50x630mm · Nhôm,
CH0187HG-AL,Bar Armchair,560a4770-49ec-4c2c-b670-66c9fc3c2e97,d74c0269-67ef-4343-979b-feef0e4277d9,FRAME,,,Chân sau,VT-AL-HOP-18.5x38,AL,HOP,,18.5,38,,1115,2,Cái,0,,,,,,,Profile 263,2,2026-07-27T08:39:51.973407+00:00,2026-07-27T08:39:51.973407+00:00,,,Hộp 18.5x38x1115mm · Nhôm,
TB0164HG-AL,Bàn CNKG Tilos 180(250)x100x74 cm,565549cf-e897-4c04-a6bf-6aedd4afe271,8e9471e9-4316-4ea6-be0b-7aee3b53fdd3,HARDWARE,,,Cục chặn nhựa,VT-PK-CUC-CHAN-NHUA,,,,,,,,2,Cái,0,,,,,,,đen,28,2026-07-27T08:40:01.634461+00:00,2026-07-27T08:40:01.634461+00:00,,,,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,5676547a-3e64-44af-b376-a71e03db5ef1,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,Pat thỏ,VT-PK-PAT-PAT-THO,,,,,,,,2,cái,0,,,,,,,Hàn vào khớp nối chân,17,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,56770628-087f-4ee0-bed9-d7b0bcb3c32c,976695ad-7e1a-405b-8fd8-22c6c97841b6,FRAME,,,Chân trước,VT-AL-HOP-25x50,AL,HOP,,25,50,,605,2,Cái,0,,,,,,,,0,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,Hộp 25x50x1.2mm · Nhôm,
CH0188HG-AL,Stacking Armchair,567882ef-f20a-497a-a78a-8f1ec6a2bd73,e8973176-e4ea-48ca-af9b-3be8ebadfe91,PACKAGING,,,Vải tựa,VT-BB-VAI-TUA,,,,,,,,1,tấm,0,,,,,,,,30,2026-07-27T08:39:52.817133+00:00,2026-07-27T08:39:52.817133+00:00,,,x396x485mm · Bao bì,
TB0198HG-IN,"Bàn Keros 150x90 khung Inox, nan gỗ keo FSC",568d7529-74a6-4815-bda6-8d11d6d3a286,c835fe7a-b3b4-40ed-a1ee-3e432f3166ed,FRAME,,,Pas góc ( cắt tam giác),VT-IN-LA-70x2,IN,LA,,70,2,,110,4,cái,0,,,,,,,,4,2026-07-27T08:40:22.700984+00:00,2026-07-27T08:40:22.700984+00:00,,,La 2x70x110mm · La,
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,56a487e3-4c04-4f9e-99ce-a38be7b4a3cf,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,"Bulon 8x70x15, 7 màu",VT-PK-BULONG-M8X70,,,,,,,,2,cái,0,,,,,,,Tay + Tựa,27,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,"8x70x15, 7 màu",
CH0119HG-AL,Ghế 5 bậc nhôm lưới Tilos,56a86164-d346-4f31-b5eb-c0603094009c,976695ad-7e1a-405b-8fd8-22c6c97841b6,HARDWARE,,,Khớp nối chân,VT-PK-KHOP-NOI-CHAN,,,,,,,,4,cái,0,,,,,,,,15,2026-07-27T08:39:59.69022+00:00,2026-07-27T08:39:59.69022+00:00,,,,
CH0114HG-AL,"Ghế 5 bậc Santorin Khung nhôm, gỗ keo Tay ghế làm bằng gỗ cong",57593d79-4252-4b49-982e-5d14296d5100,1959095d-7773-4766-a3b4-ebb37d852937,HARDWARE,,,Bulong,VT-PK-BULONG-M6X20,,,,,,,,2,Con,0,,,,,,,,18,2026-07-27T08:40:09.71892+00:00,2026-07-27T08:40:09.71892+00:00,,,"6x20x13, đen · Thép",
CH0001HG-AL,Ghế XC Naxos tay vịn nhôm gián giấy,577eabdb-4113-473f-bf15-358cde2937b6,01ff6358-52cf-45d5-ac91-c853c5cf474d,FRAME,,,Giằng chân,VT-AL-PF-B583,AL,PF,B583,30,17,,530,2,cái,0,,,,,,,,1,2026-07-27T08:40:25.178285+00:00,2026-07-27T08:40:25.178285+00:00,,,B583 17x30x530mm · B583,
TB0182HG-AL,"Bàn CNKG Santorin 150200x90x74 cm Khung nhôm, chân vuông 76",57ae2304-a767-44d0-a084-d02f2f4d5bd3,ab1d308e-c1ed-413a-962e-fa0665835a57,FRAME,,,Diềm Dài,VT-AL-PF-B252,AL,PF,B252,25,52,,1496,2,Cái,0,,,,,,,,1,2026-07-27T08:40:11.363938+00:00,2026-07-27T08:40:11.363938+00:00,,,B252 25x52mm · Nhôm,
ST0185HG-AL,Rhone Aluminium Corner Lounge With Cushion,57bc8f1a-18af-43ed-ad70-12b8a4afce14,f4a7504c-aab3-47fe-ab02-b9e3d806ee1d,HARDWARE,,,Đế nhựa,VT-PK-DECHAN-M40X20,,,,,,,,1,con,0,,,,,,,,22,2026-07-27T08:39:50.289387+00:00,2026-07-27T08:39:50.289387+00:00,,,40x20x5 · Ngũ kim,
TB0174HG-AL,Bàn xếp Santorin,57daa2b5-dfff-41b0-b1bc-c858a2b7e8e2,9999b62a-9e6c-479a-a503-dfb1f5a01eda,HARDWARE,,,LĐN 6x16x2 đen,VT-PK-LDN-6X16X2-DEN-6X16X2,,,,,,,,4,Con,0,,,,,,,,28,2026-07-27T08:40:13.071396+00:00,2026-07-27T08:40:13.071396+00:00,,,6x16x2,
CH0001HG-AL,Ghế XC Naxos tay vịn nhôm gián giấy,57f78eff-660a-40e3-b62a-7069d2756909,01ff6358-52cf-45d5-ac91-c853c5cf474d,HARDWARE,,,Tán dù + vít 8x25 (cắt đầu dù),VT-PK-TANDU-M8X25,,,,,,,,2,cái,0,,,,,,,,18,2026-07-27T08:40:25.178285+00:00,2026-07-27T08:40:25.178285+00:00,,,Thép/Nhựa,
TB0163HG-AL,"Bàn CN Tilos 150x90 cm, Khung nhôm , gỗ keo",5805485b-545c-450b-af2d-a2ca27e3c9f9,00f354d3-fe00-4fb9-a0e3-38327774ee15,FRAME,,,Diềm dọc khung,VT-AL-HOP-25x50,AL,HOP,,25,50,,1497,2,Cái,0,,,,,,,,0,2026-07-27T08:40:00.532777+00:00,2026-07-27T08:40:00.532777+00:00,,,Hộp 25x50x1mm · Nhôm,
TB0198HG-IN,"Bàn Keros 150x90 khung Inox, nan gỗ keo FSC",5838750f-7ec2-4767-9371-42928051bfa4,c835fe7a-b3b4-40ed-a1ee-3e432f3166ed,HARDWARE,,,"Vít 4x15, đầu dù ren gỗ inox 304",VT-PK-VIT-M4X15,,,,,,,,8,con,0,,,,,,,,20,2026-07-27T08:40:22.700984+00:00,2026-07-27T08:40:22.700984+00:00,,,Thép/Nhựa,
