code,name,nhom,vat_lieu,dang,tiet_dien_a_mm,tiet_dien_b_mm,day_thanh_mm,unit,so_dong_bom,so_san_pham,can_ra_tay,cac_cach_viet_goc
VT-PK-DAY-BE-1-5X30,Dây bẹ 1.5x30,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây bẹ 1.5x30
VT-PK-DAY-DAI-500X5,DÂY ĐAI 500X5,VAT TU,,,,,,cái,1,1,CẦN RÀ,DÂY ĐAI 500X5
VT-PK-DAY-DO-ASLEY,dây đỏ asley,VAT TU,,,,,,cái,7,7,CẦN RÀ,dây đỏ asley | Dây đỏ Asley | dây đỏ Asley | dây đỏ  asley
VT-PK-DAY-DOC-NGANG-ME-P8,Dây dọc + ngang mê p8,VAT TU,,,,,,cái,3,1,CẦN RÀ,Dây dọc + ngang mê p8
VT-PK-DAY-DU-5LI,dây dù 5li,VAT TU,,,,,,cái,1,1,CẦN RÀ,dây dù 5li
VT-PK-DAY-DU-5MM,Dây dù 5mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây dù 5mm
VT-PK-DAY-DU-CUONG-LUC-5LY,Dây dù cường lưc 5ly,VAT TU,,,,,,cái,2,2,CẦN RÀ,Dây dù cường lưc 5ly
VT-PK-DAY-DU-CUONG-LUC-BANG-RONG-3CM,Dây dù cường lưc bảng rộng 3cm,VAT TU,,,,,,cái,2,2,CẦN RÀ,Dây dù cường lưc bảng rộng 3cm
VT-PK-DAY-DU-PHI-5,Dây dù phi 5,VAT TU,,,,,,cái,12,5,CẦN RÀ,Dây dù phi 5 | dây dù phi 5
VT-PK-DAY-DU-PHI5,dây dù phi5,VAT TU,,,,,,cái,1,1,CẦN RÀ,dây dù phi5
VT-PK-DAY-DU-TRON-6-LY-CO-LOI-CUONG-LUC,Dây dù tròn 6 ly có lõi cường lực,VAT TU,,,,,,cái,2,2,CẦN RÀ,Dây dù tròn 6 ly có lõi cường lực
VT-PK-DAY-KEO-2M-KHOA-KEO,Dây kéo 2m + khóa kéo,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây kéo 2m + khóa kéo
VT-PK-DAY-MAY,Dây mây,VAT TU,,,,,,cái,5,3,CẦN RÀ,Dây mây | dây Mây
VT-PK-DAY-MAY-1X9,dây mây 1x9,VAT TU,,,,,,cái,3,1,CẦN RÀ,dây mây 1x9
VT-PK-DAY-MAY-9-X-2,Dây mây 9 x 2,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây mây 9 x 2
VT-PK-DAY-MAY-9LI,dây mây 9li,VAT TU,,,,,,cái,3,1,CẦN RÀ,dây mây 9li
VT-PK-DAY-MAY-BAN-NGUYET,Dây mây bán nguyệt,VAT TU,,,,,,cái,3,2,CẦN RÀ,Dây mây bán nguyệt
VT-PK-DAY-MAY-DEP,Dây mây dẹp,VAT TU,,,,,,cái,6,4,CẦN RÀ,Dây mây dẹp
VT-PK-DAY-MAY-ME,Dây Mây Mê,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây Mây Mê
VT-PK-DAY-MAY-TUA,Dây Mây Tựa,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây Mây Tựa
VT-PK-DAY-ME-22,Dây mê 22,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây mê 22
VT-PK-DAY-ME-22MM,Dây mê 22mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây mê 22mm
VT-PK-DAY-NHUA-43X2-6-MET,Dây nhựa 43x2=6 mét,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây nhựa 43x2=6 mét
VT-PK-DAY-NHUA-LUON-VAI,dây nhựa luồn vải,VAT TU,,,,,,cái,2,1,CẦN RÀ,dây nhựa luồn vải
VT-PK-DAY-NHUA-NEP-VAI,Dây nhựa nẹp vải,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây nhựa nẹp vải
VT-PK-DAY-PHI-5,dây phi 5,VAT TU,,,,,,cái,3,3,CẦN RÀ,dây phi 5 | Dây phi 5
VT-PK-DAY-PHI5,dây phi5,VAT TU,,,,,,cái,1,1,CẦN RÀ,dây phi5
VT-PK-DAY-RUT,Dây rút,VAT TU,,,,,,cái,4,4,CẦN RÀ,Dây rút | DÂY RÚT
VT-PK-DAY-RUT-200-38-18-3,DÂY RÚT 200×38×18×3,VAT TU,,,,,,cái,1,1,CẦN RÀ,DÂY RÚT 200×38×18×3
VT-PK-DAY-TRON-LUON-VAI,Dây tròn luồn vải,VAT TU,,,,,,cái,3,3,CẦN RÀ,Dây tròn luồn vải
VT-PK-DAY-TUA,Dây Tựa,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây Tựa
VT-PK-DAY-TUA-5MM,Dây Tựa 5mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dây Tựa 5mm
VT-PK-DAY-X15,dây ?x15,VAT TU,,,,,,cái,1,1,CẦN RÀ,dây ?x15
VT-PK-DAY-XOAN,Dây xoắn,VAT TU,,,,,,cái,4,4,CẦN RÀ,Dây xoắn
VT-PK-DDE-CHAN-VUONG-25,DĐế chân vuông 25,VAT TU,,,,,,cái,1,1,CẦN RÀ,DĐế chân vuông 25
VT-PK-DE,đế,VAT TU,,,,,,cái,10,5,CẦN RÀ,đế | Đế
VT-PK-DE-20X-40,Đế 20x 40,VAT TU,,,,,,cái,3,1,CẦN RÀ,Đế 20x 40
VT-PK-DE-20X100,Đế 20x100,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế 20x100
VT-PK-DE-24X-45-X,Đế 24x 45 x,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế 24x 45 x
VT-PK-DE-25-X-50,Đế 25 x 50,VAT TU,,,,,,cái,2,2,CẦN RÀ,Đế 25 x 50
VT-PK-DE-25X70,đế  25x70,VAT TU,,,,,,cái,1,1,CẦN RÀ,đế  25x70
VT-PK-DE-30X-50,Đế 30x 50,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế 30x 50
VT-PK-DE-30X50,Đế 30x50,VAT TU,,,,,,cái,2,1,CẦN RÀ,Đế 30x50
VT-PK-DE-40X40,đế  40x40,VAT TU,,,,,,cái,4,3,CẦN RÀ,đế  40x40 | Đế 40x40
VT-PK-DE-40X40-CO-TANG-DO,Đế 40x40 có tăng đơ,VAT TU,,,,,,cái,2,2,CẦN RÀ,Đế 40x40 có tăng đơ
VT-PK-DE-50X50,Đế 50x50,VAT TU,,,,,,cái,9,3,CẦN RÀ,Đế 50x50
VT-PK-DE-60X60,Đế 60x60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế 60x60
VT-PK-DE-CHAN,Để chân,VAT TU,,,,,,cái,9,4,CẦN RÀ,Để chân | Đế chân
VT-PK-DE-CHAN-20-X-40,Đế chân 20 x 40,VAT TU,,,,,,cái,2,1,CẦN RÀ,Đế chân 20 x 40
VT-PK-DE-CHAN-20X30,Đế chân 20x30,VAT TU,,,,,,cái,5,3,CẦN RÀ,Đế chân 20x30
VT-PK-DE-CHAN-20X40,Đế chân 20x40,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân 20x40
VT-PK-DE-CHAN-25-X-50,Đế chân 25 x 50,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân 25 x 50
VT-PK-DE-CHAN-25X50,Đế chân 25x50,VAT TU,,,,,,cái,3,3,CẦN RÀ,Đế chân 25x50
VT-PK-DE-CHAN-30X60,Đế chân 30x60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân 30x60
VT-PK-DE-CHAN-32,Đế chân 32,VAT TU,,,,,,cái,3,1,CẦN RÀ,Đế chân 32
VT-PK-DE-CHAN-36X9,ĐẾ CHÂN Ø36X9,VAT TU,,,,,,cái,1,1,CẦN RÀ,ĐẾ CHÂN Ø36X9
VT-PK-DE-CHAN-40-X-60-X-10-MM,Đế chân 40 x 60 x 10 mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân 40 x 60 x 10 mm
VT-PK-DE-CHAN-40X60,Đế chân 40x60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân 40x60
VT-PK-DE-CHAN-45,Đế chân Ø45,VAT TU,,,,,,cái,12,8,CẦN RÀ,Đế chân Ø45
VT-PK-DE-CHAN-60-X-60,Đế chân 60 x 60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân 60 x 60
VT-PK-DE-CHAN-60X60,Đế chân 60x60,VAT TU,,,,,,cái,2,2,CẦN RÀ,Đế chân 60x60
VT-PK-DE-CHAN-60X60X40,ĐẾ CHÂN 60X60X40,VAT TU,,,,,,cái,1,1,CẦN RÀ,ĐẾ CHÂN 60X60X40
VT-PK-DE-CHAN-GOT-TANG-DO-BULON-10,Đế chân  + gót tăng đơ  bulon 10,VAT TU,,,,,,cái,15,1,CẦN RÀ,Đế chân  + gót tăng đơ  bulon 10
VT-PK-DE-CHAN-NHUA,Để chân nhựa,VAT TU,,,,,,cái,3,2,CẦN RÀ,Để chân nhựa
VT-PK-DE-CHAN-NHUA-60-X-60,Để chân nhựa 60 x 60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Để chân nhựa 60 x 60
VT-PK-DE-CHAN-P20X5,đế chân p20x5,VAT TU,,,,,,cái,2,2,CẦN RÀ,đế chân p20x5
VT-PK-DE-CHAN-PHI-30,Đế chân Phi 30,VAT TU,,,,,,cái,7,2,CẦN RÀ,Đế chân Phi 30
VT-PK-DE-CHAN-PP-JN728,Đế chân PP JN728,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân PP JN728
VT-PK-DE-CHAN-SAU-20X50,Đế chân sau 20x50,VAT TU,,,,,,cái,5,2,CẦN RÀ,Đế chân sau 20x50
VT-PK-DE-CHAN-SIENA,Đế chân siena,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân siena
VT-PK-DE-CHAN-TANG-GIAM-45X8,ĐẾ CHÂN TĂNG GIẢM 45X8,VAT TU,,,,,,cái,1,1,CẦN RÀ,ĐẾ CHÂN TĂNG GIẢM 45X8
VT-PK-DE-CHAN-TRUOC-20X50,Đế Chấn trước 20x50,VAT TU,,,,,,cái,5,2,CẦN RÀ,Đế Chấn trước 20x50
VT-PK-DE-CHAN-VUONG-20,Đế chân vuông 20,VAT TU,,,,,,cái,6,1,CẦN RÀ,Đế chân vuông 20
VT-PK-DE-CHAN-VUONG-30,Đế chân vuông 30,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân vuông 30
VT-PK-DE-CHAN-VUONG-40,Đế chân vuông 40,VAT TU,,,,,,cái,8,5,CẦN RÀ,Đế chân vuông 40
VT-PK-DE-CHAN-VUONG-50,Đế chân vuông 50,VAT TU,,,,,,cái,2,2,CẦN RÀ,Đế chân vuông 50
VT-PK-DE-CHAN-VUONG-60,Đế chân vuông 60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân vuông 60
VT-PK-DE-CHAN-VUONG-CO-TANG-DO,Đế chân vuông có tăng đơ,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế chân vuông có tăng đơ
VT-PK-DE-DINH-DA,Đế đình đà,VAT TU,,,,,,cái,8,2,CẦN RÀ,Đế đình đà
VT-PK-DE-NHUA-20X90,Đế Nhựa (20x90),VAT TU,,,,,,cái,11,3,CẦN RÀ,Đế Nhựa (20x90)
VT-PK-DE-NHUA-25X80,Đế nhựa 25x80,VAT TU,,,,,,cái,2,1,CẦN RÀ,Đế nhựa 25x80
VT-PK-DE-PHI-20,Đế phi 20,VAT TU,,,,,,cái,2,1,CẦN RÀ,Đế phi 20
VT-PK-DE-PHI-30,Đế phi 30,VAT TU,,,,,,cái,2,1,CẦN RÀ,Đế phi 30
VT-PK-DE-TANG,đế tăng,VAT TU,,,,,,cái,6,1,CẦN RÀ,đế tăng
VT-PK-DE-TANG-DO,Đế tăng đơ,VAT TU,,,,,,cái,26,17,CẦN RÀ,Đế tăng đơ
VT-PK-DE-TANG-DO-25,Đế tăng đơ Ø25,VAT TU,,,,,,cái,2,2,CẦN RÀ,Đế tăng đơ Ø25
VT-PK-DE-TANG-DO-45,Để tăng đơ Ø45,VAT TU,,,,,,cái,4,4,CẦN RÀ,Để tăng đơ Ø45
VT-PK-DE-TANG-DO-M6,Đế tăng đơ M6,VAT TU,,,,,,cái,20,11,CẦN RÀ,Đế tăng đơ M6
VT-PK-DE-TANG-DO-M6X20-NHUA-32-X-DAY-11,Để tăng đơ M6x20  nhựa Ø32 x dày 11,VAT TU,,,,,,cái,1,1,CẦN RÀ,Để tăng đơ M6x20  nhựa Ø32 x dày 11
VT-PK-DE-TANG-DO-PHI-20,Đế tăng đơ phi 20,VAT TU,,,,,,cái,2,1,CẦN RÀ,Đế tăng đơ phi 20
VT-PK-DE-TANG-DO-PHI-30,Đế tăng đơ phi 30,VAT TU,,,,,,cái,4,1,CẦN RÀ,Đế tăng đơ phi 30
VT-PK-DE-TANG-DO-TRON-18,Đế tăng đơ tròn 18,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế tăng đơ tròn 18
VT-PK-DE-TANG-M6X16,đế tăng m6x16,VAT TU,,,,,,cái,1,1,CẦN RÀ,đế tăng m6x16
VT-PK-DE-TRON,Đế tròn,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế tròn
VT-PK-DE-TRON-PHI-20X5,Đế tròn phi 20x5,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế tròn phi 20x5
VT-PK-DE-VUONG-40,Đế vuông 40,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế vuông 40
VT-PK-DE-VUONG-60,Đế vuông 60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế vuông 60
VT-PK-DE-XOAY-160X160X19,Đế Xoay 160x160x19,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đế Xoay 160x160x19
VT-PK-DEM-20-X-DAY-2MM,Đệm Ø20 x dày 2mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đệm Ø20 x dày 2mm
VT-PK-DEM-GIAM-CHAN-MUT-XOP-20-X-5THK,Đệm giảm chấn ( mút xốp) Ø20 x 5thk,VAT TU,,,,,,cái,5,4,CẦN RÀ,Đệm giảm chấn ( mút xốp) Ø20 x 5thk
VT-PK-DEM-MUT-NHUA,Đệm mút nhựa,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đệm mút nhựa
VT-PK-DEM-TO-ONG-400-100-30,đệm tổ ong 400×100×30,VAT TU,,,,,,cái,1,1,CẦN RÀ,đệm tổ ong 400×100×30
VT-PK-DEM-TO-ONG-400-100-60,đẹm tổ ong 400×100×60,VAT TU,,,,,,cái,1,1,CẦN RÀ,đẹm tổ ong 400×100×60
VT-PK-DEP-CHAN-20X20X100,dép chân 20x20x100,VAT TU,,,,,,cái,1,1,CẦN RÀ,dép chân 20x20x100
VT-PK-DEP-CHAN-20X20X75,Dép chân 20x20x75,VAT TU,,,,,,cái,1,1,CẦN RÀ,Dép chân 20x20x75
VT-PK-DO-MAT-KINH-12-X-30-X-40,Đỡ mặt kính 12 x 30 x 40,VAT TU,,,,,,cái,1,1,CẦN RÀ,Đỡ mặt kính 12 x 30 x 40
VT-PK-ERU-10,Eru 10,VAT TU,,,,,,cái,4,4,CẦN RÀ,Eru 10
VT-PK-ERU-10-KHONG-KEO-XI-TRANG,Eru 10 không keo xi trắng,VAT TU,,,,,,cái,1,1,CẦN RÀ,Eru 10 không keo xi trắng
VT-PK-ERU-6,eru 6,VAT TU,,,,,,cái,3,3,CẦN RÀ,eru 6 | Eru 6
VT-PK-ERU-8,eru 8,VAT TU,,,,,,cái,3,3,CẦN RÀ,eru 8 | Eru 8
VT-PK-ERU-KEO,Eru keo,VAT TU,,,,,,cái,1,1,CẦN RÀ,Eru keo
VT-PK-ERU-KEO-M6,Eru keo M6,VAT TU,,,,,,cái,1,1,CẦN RÀ,Eru keo M6
VT-PK-ERU-M10,Eru M10,VAT TU,,,,,,cái,3,3,CẦN RÀ,Eru M10
VT-PK-ERU-M6,eru m6,VAT TU,,,,,,cái,5,2,CẦN RÀ,eru m6 | Eru M6
VT-PK-ERU-TAI-DUOI-CA,eru tai đuôi cá,VAT TU,,,,,,cái,1,1,CẦN RÀ,eru tai đuôi cá
VT-PK-ERUKEO-M8,Erukeo M8,VAT TU,,,,,,cái,5,3,CẦN RÀ,Erukeo M8
VT-PK-EUR-M6,Eur M6,VAT TU,,,,,,cái,1,1,CẦN RÀ,Eur M6
VT-PK-FOM-750X2100,fom. 750x2100,VAT TU,,,,,,cái,3,3,CẦN RÀ,fom. 750x2100
VT-PK-GIA-TANG-GIAM-DAU-GIUONG,Giá tăng giảm đầu giường,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giá tăng giảm đầu giường
VT-PK-GIAY-CHEN-3-LOP-100-X-1000-MM,Giấy chèn 3 lớp 100 x 1000 mm,VAT TU,,,,,,cái,2,2,CẦN RÀ,Giấy chèn 3 lớp 100 x 1000 mm
VT-PK-GIAY-CHEN-3-LOP-100-X-1200-MM,Giấy chèn 3 lớp 100 x 1200 mm,VAT TU,,,,,,cái,8,6,CẦN RÀ,Giấy chèn 3 lớp 100 x 1200 mm
VT-PK-GIAY-CHEN-3-LOP-100-X-200-MM,Giấy chèn 3 lớp: 100 x 200 mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy chèn 3 lớp: 100 x 200 mm
VT-PK-GIAY-CHEN-3-LOP-100-X-900-MM,Giấy chèn 3 lớp 100 x 900 mm,VAT TU,,,,,,cái,2,1,CẦN RÀ,Giấy chèn 3 lớp 100 x 900 mm
VT-PK-GIAY-CHEN-GOC-3-LOP-100-X-100-X-80-MM,Giấy chèn góc 3 lớp 100 x 100 x 80 mm,VAT TU,,,,,,cái,12,8,CẦN RÀ,Giấy chèn góc 3 lớp 100 x 100 x 80 mm
VT-PK-GIAY-DAN,Giấy dán,VAT TU,,,,,,cái,5,1,CẦN RÀ,Giấy dán
VT-PK-GIAY-LOT-1200-X-400,Giấy lót  1200 x 400,VAT TU,,,,,,cái,3,3,CẦN RÀ,Giấy lót  1200 x 400
VT-PK-GIAY-LOT-1800X800,Giấy lót 1800x800,VAT TU,,,,,,cái,2,1,CẦN RÀ,Giấy lót 1800x800
VT-PK-GIAY-LOT-2000X800,Giấy lót 2000x800,VAT TU,,,,,,cái,2,1,CẦN RÀ,Giấy lót 2000x800
VT-PK-GIAY-LOT-3-LOP-100-X-720,Giấy lót 3 lớp 100 x 720,VAT TU,,,,,,cái,6,5,CẦN RÀ,Giấy lót 3 lớp 100 x 720
VT-PK-GIAY-LOT-3-LOP-100-X-900-MM,Giấy lót 3 lớp 100 x 900 mm,VAT TU,,,,,,cái,4,4,CẦN RÀ,Giấy lót 3 lớp 100 x 900 mm
VT-PK-GIAY-LOT-3-LOP-GOC-75-X-75-X-75,Giấy lót 3 lớp góc 75 x 75 x 75,VAT TU,,,,,,cái,10,6,CẦN RÀ,Giấy lót 3 lớp góc 75 x 75 x 75
VT-PK-GIAY-LOT-730-X-700-X-420,Giấy lót  730 x 700 x 420,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót  730 x 700 x 420
VT-PK-GIAY-LOT-750-X630,Giấy lót 750 x630,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót 750 x630
VT-PK-GIAY-LOT-900-X-100,Giấy lót 900 x 100,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót 900 x 100
VT-PK-GIAY-LOT-MAT-BAN-3-LOP-600-X-600-MM,Giấy lót mặt bàn 3 lớp 600 x 600 mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót mặt bàn 3 lớp 600 x 600 mm
VT-PK-GIAY-LOT-MAT-BAN-3-LOP-662-X-662-MM,Giấy lót mặt bàn 3 lớp 662 x 662 mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót mặt bàn 3 lớp 662 x 662 mm
VT-PK-GIAY-LOT-MAT-TREN-1000-X400,Giấy lót mặt trên 1000 x400,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót mặt trên 1000 x400
VT-PK-GIAY-LOT-MAT-TREN-730-X200,Giấy lót mặt trên 730 x200,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót mặt trên 730 x200
VT-PK-GIAY-LOT-MAT-TREN-730-X500,Giấy lót mặt trên 730 x500,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy lót mặt trên 730 x500
VT-PK-GIAY-LOT-MAT-TREN-825-X400,Giấy lót mặt trên 825 x400,VAT TU,,,,,,cái,2,2,CẦN RÀ,Giấy lót mặt trên 825 x400
VT-PK-GIAY-QUAN-1600-X-320-X-10-MM,Giấy quấn 1600 x 320 x 10 mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Giấy quấn 1600 x 320 x 10 mm
VT-PK-GIAY-SEAL-200X600,giấy seal. 200x600,VAT TU,,,,,,cái,3,3,CẦN RÀ,giấy seal. 200x600
VT-PK-GIAY-SEAL-200X750,giấy seal. 200x750,VAT TU,,,,,,cái,3,3,CẦN RÀ,giấy seal. 200x750
VT-PK-GIAY-SEAL-720X2100,giấy seal. 720x2100,VAT TU,,,,,,cái,3,3,CẦN RÀ,giấy seal. 720x2100
VT-PK-GIAY-TO-ONG,GIẤY TỔ ONG,VAT TU,,,,,,cái,1,1,CẦN RÀ,GIẤY TỔ ONG
VT-PK-GOC-GIAY-3-LOP-75-X-75-MM,Góc giấy 3 lớp 75 x 75 mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Góc giấy 3 lớp 75 x 75 mm
VT-PK-GOC-NHUA,Góc nhựa,VAT TU,,,,,,cái,2,2,CẦN RÀ,Góc nhựa
VT-PK-GOC-NHUA-75-X-75-X-5-MM,Góc nhựa 75 x 75 x 5 mm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Góc nhựa 75 x 75 x 5 mm
VT-PK-GOT-CHAN,Gót chân,VAT TU,,,,,,cái,8,7,CẦN RÀ,Gót chân
VT-PK-GOT-CHAN-15-X-30,Gót chân 15 x 30,VAT TU,,,,,,cái,2,2,CẦN RÀ,Gót chân 15 x 30
VT-PK-GOT-CHAN-20-X-50,Gót chân 20 x 50,VAT TU,,,,,,cái,3,1,CẦN RÀ,Gót chân 20 x 50
VT-PK-GOT-CHAN-20X20,Gót chân 20x20,VAT TU,,,,,,cái,2,2,CẦN RÀ,Gót chân 20x20
VT-PK-GOT-CHAN-20X30X5,Gót chân 20x30x5,VAT TU,,,,,,cái,2,1,CẦN RÀ,Gót chân 20x30x5
VT-PK-GOT-CHAN-20X70,Gót chân 20x70,VAT TU,,,,,,cái,1,1,CẦN RÀ,Gót chân 20x70
VT-PK-GOT-CHAN-22X40,Gót chân 22x40,VAT TU,,,,,,cái,1,1,CẦN RÀ,Gót chân 22x40
VT-PK-GOT-CHAN-25,Gót chân Ø25,VAT TU,,,,,,cái,6,5,CẦN RÀ,Gót chân Ø25
VT-PK-GOT-CHAN-25X50-CONG-DEN,"Gót chân 25x50 cong, đen",VAT TU,,,,,,cái,3,3,CẦN RÀ,"Gót chân 25x50 cong, đen"
VT-PK-GOT-CHAN-30X60,Gót chân 30x60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Gót chân 30x60
VT-PK-GOT-CHAN-40X40X5,Gót chân 40x40x5,VAT TU,,,,,,cái,2,1,CẦN RÀ,Gót chân 40x40x5
VT-PK-GOT-CHAN-75X75,Gót chân 75x75,VAT TU,,,,,,cái,1,1,CẦN RÀ,Gót chân 75x75
VT-PK-GOT-CHAN-TW-HG09,Gót chân TW-HG09,VAT TU,,,,,,cái,1,1,CẦN RÀ,Gót chân TW-HG09
VT-PK-GOT-CHAN-VUONG-40,Gót chân vuông 40,VAT TU,,,,,,cái,3,3,CẦN RÀ,Gót chân vuông 40
VT-PK-GOT-CHAN-VUONG-60,Gót chân vuông 60,VAT TU,,,,,,cái,1,1,CẦN RÀ,Gót chân vuông 60
VT-PK-GOT-TANG-DO,Gót tăng đơ,VAT TU,,,,,,cái,6,3,CẦN RÀ,Gót tăng đơ
VT-PK-GOT-TANG-DO-PHI-40,Gót tăng đơ phi 40,VAT TU,,,,,,cái,2,1,CẦN RÀ,Gót tăng đơ phi 40
VT-PK-HOP-140-80-520,Hộp 140×80×520,VAT TU,,,,,,cái,1,1,CẦN RÀ,Hộp 140×80×520
VT-PK-HOP-7-BAC-1-LO-KO-XI,Hộp 7 bậc 1 lỗ ko xi,VAT TU,,,,,,cái,2,2,CẦN RÀ,Hộp 7 bậc 1 lỗ ko xi
VT-PK-HOP-7-BAC-7-MAU,"Hộp 7 bậc, 7 màu",VAT TU,,,,,,cái,1,1,CẦN RÀ,"Hộp 7 bậc, 7 màu"
VT-PK-HOP-CHEN-2-BEN,HỘP CHÈN 2 BÊN,VAT TU,,,,,,cái,1,1,CẦN RÀ,HỘP CHÈN 2 BÊN
VT-PK-HOP-CHEN-3-LOP-50-X-180-X-360-MM,Hộp chèn 3 lớp 50 x 180 x 360 mm,VAT TU,,,,,,cái,2,2,CẦN RÀ,Hộp chèn 3 lớp 50 x 180 x 360 mm
VT-PK-HOP-CHEN-60-X30-X345,Hộp chèn 60 x30 x345,VAT TU,,,,,,cái,1,1,CẦN RÀ,Hộp chèn 60 x30 x345
VT-PK-HOP-DO-KE-4-GOC-90X90X120,HỘP ĐỠ KE 4 GÓC 90X90X120,VAT TU,,,,,,cái,1,1,CẦN RÀ,HỘP ĐỠ KE 4 GÓC 90X90X120
VT-PK-HOP-TRUOT-L60-X-W27-X-H-27,Hộp trượt L60 x W27 x H 27,VAT TU,,,,,,cái,1,1,CẦN RÀ,Hộp trượt L60 x W27 x H 27
VT-PK-KEO,keo,VAT TU,,,,,,cái,5,1,CẦN RÀ,keo
VT-PK-KEO-DAN-2-MAT-DAY-1-LY-DAI-835,Keo dán 2 mặt dày 1 ly dài 835,VAT TU,,,,,,cái,1,1,CẦN RÀ,Keo dán 2 mặt dày 1 ly dài 835
VT-PK-KHOA-BAM,Khóa bấm,VAT TU,,,,,,cái,1,1,CẦN RÀ,Khóa bấm
VT-PK-KHOA-LAY,Khóa lẫy,VAT TU,,,,,,cái,5,4,CẦN RÀ,Khóa lẫy
VT-PK-KHOA-LUC-GIAC-M4,KHÓA LỤC GIÁC M4,VAT TU,,,,,,cái,1,1,CẦN RÀ,KHÓA LỤC GIÁC M4
VT-PK-KHOP-CHAN-5-BAC,Khớp chân 5 bậc,VAT TU,,,,,,cái,1,1,CẦN RÀ,Khớp chân 5 bậc
VT-PK-KHOP-NOI-CHAN,Khớp nối chân,VAT TU,,,,,,cái,1,1,CẦN RÀ,Khớp nối chân
VT-PK-KHOP-NOI-CHAN-GHE-SIENA,Khớp nối chân ghế siena,VAT TU,,,,,,cái,1,1,CẦN RÀ,Khớp nối chân ghế siena
VT-PK-KHOP-NOI-TUA-SANTORIN,Khớp nối tựa santorin,VAT TU,,,,,,cái,1,1,CẦN RÀ,Khớp nối tựa santorin
VT-PK-KHUNG-TRUOT,Khung trượt,VAT TU,,,,,,cái,1,1,CẦN RÀ,Khung trượt
VT-PK-LD-CHE,LĐ chẻ,VAT TU,,,,,,cái,2,2,CẦN RÀ,LĐ chẻ
VT-PK-LDN-10X20X13-DEN,"LĐN 10x20x13, đen",VAT TU,,,,,,cái,1,1,CẦN RÀ,"LĐN 10x20x13, đen"
VT-PK-LDN-10X20X2-DEN,"LĐN 10x20x2, đen",VAT TU,,,,,,cái,2,2,CẦN RÀ,"LĐN 10x20x2, đen"
VT-PK-LDN-10X20X22-DEN,"LĐN 10x20x22, đen",VAT TU,,,,,,cái,1,1,CẦN RÀ,"LĐN 10x20x22, đen"
VT-PK-LDN-10X20X5,LĐN 10x20x5,VAT TU,,,,,,cái,2,2,CẦN RÀ,LĐN 10x20x5
